date_EST,status,aircraft.iataCode,aircraft.icao24,aircraft.icaoCode,aircraft.regNumber,airline.iataCode,airline.icaoCode,nameAirline,flight.iataNumber,flight.icaoNumber,geography.altitude,geography.direction,geography.latitude,geography.longitude,speed.horizontal,speed.isGround,departure.airportId,departure.nameAirport,departure.iataCode,departure.icaoCode,departure.codeIataCity,departure.codeIso2Country,departure.nameCountry,departure.latitudeAirport,departure.longitudeAirport,departure.timezone,arrival.airportId,arrival.nameAirport,arrival.iataCode,arrival.icaoCode,arrival.codeIataCity,arrival.codeIso2Country,arrival.nameCountry,arrival.latitudeAirport,arrival.longitudeAirport,arrival.timezone
2023-05-18 16:29:14,en-route,B753,A77AE0,B753,N581NW,DL,DAL,Delta Air Lines,DL895,DAL895,10972.8,261,34.65,-112.95,840.808,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4189.0,Los Angeles International,LAX,KLAX,LAX,US,United States,33.943398,-118.40828,America/Los_Angeles
2023-05-18 16:29:14,en-route,B752,A8DE56,B752,N6702,DL,DAL,Delta Air Lines,DL1375,DAL1375,1836.42,84,26.06,-80.81,531.524,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,2344.0,Fort Lauderdale–Hollywood International,FLL,KFLL,FLL,US,United States,26.071491,-80.144905,America/New_York
2023-05-18 16:29:14,unknown,A321,A41F37,A321,N365DN,DL,DAL,Delta Air Lines,DL1173,DAL1173,609.6,93,26.69,-80.22,344.472,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,5966.0,Palm Beach International Airport,PBI,KPBI,PBI,US,United States,26.688885,-80.09044,America/New_York
2023-05-18 16:29:14,en-route,A321,A44308,A321,N374DX,DL,DAL,Delta Air Lines,DL423,DAL423,10363.2,293,39.52,-98.06,766.728,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7174.0,Salt Lake City International,SLC,KSLC,SLC,US,United States,40.785645,-111.980675,America/Denver
2023-05-18 16:29:14,en-route,B753,A78605,B753,N584NW,DL,DAL,Delta Air Lines,DL843,DAL843,9753.6,282,36.13,-86.71,831.548,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,6920.0,San Diego International Airport,SAN,KSAN,SAN,US,United States,32.731937,-117.19731,America/Los_Angeles
2023-05-18 16:29:14,en-route,B744,71BC36,B744,HL7436,OZ,AAR,Asiana,OZ247,AAR247,11582.4,278,59.95,-137.69,870.44,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,278.0,Ted Stevens Anchorage International Airport,ANC,PANC,ANC,US,United States,61.174442,-149.99638,America/Anchorage
2023-05-18 16:29:14,en-route,A321,A4105B,A321,N361DN,DL,DAL,Delta Air Lines,DL499,DAL499,9753.6,325,40.47,-100.9,746.356,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1746.0,Denver International,DEN,KDEN,DEN,US,United States,39.84939,-104.672844,America/Denver
2023-05-18 16:29:14,en-route,CRJ9,AC74F9,CRJ9,N901XJ,DL,DAL,Delta Air Lines,DL4824,EDV4824,9867.9,54,34.97,-82.04,896.368,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1300.0,Albemarle,CHO,KCHO,CHO,US,United States,38.139416,-78.44928,America/New_York
2023-05-18 16:29:14,started,A359,A68336,A359,N519DN,DL,DAL,Delta Air Lines,DL484,DAL484,0.0,270,33.64,-84.44,0.0,1,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4189.0,Los Angeles International,LAX,KLAX,LAX,US,United States,33.943398,-118.40828,America/Los_Angeles
2023-05-18 16:29:14,en-route,A321,A36898,A321,N319DN,DL,DAL,Delta Air Lines,DL526,DAL526,10363.2,284,36.01,-86.95,801.916,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7174.0,Salt Lake City International,SLC,KSLC,SLC,US,United States,40.785645,-111.980675,America/Denver
2023-05-18 16:29:14,en-route,A321,A34729,A321,N310DN,DL,DAL,Delta Air Lines,DL1458,DAL1458,9525.0,161,31.23,-83.5,851.92,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,5966.0,Palm Beach International Airport,PBI,KPBI,PBI,US,United States,26.688885,-80.09044,America/New_York
