date_EST,status,aircraft.iataCode,aircraft.icao24,aircraft.icaoCode,aircraft.regNumber,airline.iataCode,airline.icaoCode,nameAirline,flight.iataNumber,flight.icaoNumber,geography.altitude,geography.direction,geography.latitude,geography.longitude,speed.horizontal,speed.isGround,departure.airportId,departure.nameAirport,departure.iataCode,departure.icaoCode,departure.codeIataCity,departure.codeIso2Country,departure.nameCountry,departure.latitudeAirport,departure.longitudeAirport,departure.timezone,arrival.airportId,arrival.nameAirport,arrival.iataCode,arrival.icaoCode,arrival.codeIataCity,arrival.codeIso2Country,arrival.nameCountry,arrival.latitudeAirport,arrival.longitudeAirport,arrival.timezone
2023-05-18 15:47:18,landed,B752,A8DF06,B752,N6707A,DL,DAL,Delta Air Lines,DL447,DAL447,0.0,28,33.67,-117.87,40.744,1,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7224.0,John Wayne,SNA,KSNA,SNA,US,United States,33.680202,-117.860535,America/Los_Angeles
2023-05-18 15:47:18,en-route,B753,A77AE0,B753,N581NW,DL,DAL,Delta Air Lines,DL895,DAL895,10866.1,271,34.69,-106.9,850.068,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4189.0,Los Angeles International,LAX,KLAX,LAX,US,United States,33.943398,-118.40828,America/Los_Angeles
2023-05-18 15:47:18,en-route,B752,A8DE56,B752,N6702,DL,DAL,Delta Air Lines,DL1375,DAL1375,11887.2,167,29.58,-82.89,824.14,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,2344.0,Fort Lauderdale–Hollywood International,FLL,KFLL,FLL,US,United States,26.071491,-80.144905,America/New_York
2023-05-18 15:47:18,en-route,A321,A41F37,A321,N365DN,DL,DAL,Delta Air Lines,DL1173,DAL1173,6156.96,96,26.77,-81.61,675.98,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,5966.0,Palm Beach International Airport,PBI,KPBI,PBI,US,United States,26.688885,-80.09044,America/New_York
2023-05-18 15:47:18,en-route,A321,A44308,A321,N374DX,DL,DAL,Delta Air Lines,DL423,DAL423,10363.2,286,37.88,-92.52,779.692,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7174.0,Salt Lake City International,SLC,KSLC,SLC,US,United States,40.785645,-111.980675,America/Denver
2023-05-18 15:47:18,en-route,B744,71BC36,B744,HL7436,OZ,AAR,Asiana,OZ247,AAR247,11582.4,294,58.58,-128.96,851.92,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,278.0,Ted Stevens Anchorage International Airport,ANC,PANC,ANC,US,United States,61.174442,-149.99638,America/Anchorage
2023-05-18 15:47:18,en-route,A21N,A66CE0,A21N,N513DA,DL,DAL,Delta Air Lines,DL350,DAL350,137.16,199,42.41,-70.99,246.316,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,876.0,Logan International,BOS,KBOS,BOS,US,United States,42.36646,-71.02018,America/New_York
2023-05-18 15:47:18,en-route,A321,A4105B,A321,N361DN,DL,DAL,Delta Air Lines,DL499,DAL499,10363.2,292,37.56,-98.92,763.024,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1746.0,Denver International,DEN,KDEN,DEN,US,United States,39.84939,-104.672844,America/Denver
2023-05-18 15:47:18,en-route,B739,AB3133,B739,N820DN,DL,DAL,Delta Air Lines,DL1031,DAL1031,579.12,208,42.28,-83.29,316.692,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1936.0,Detroit Metropolitan Wayne County,DTW,KDTW,DTT,US,United States,42.20781,-83.35605,America/Detroit
2023-05-18 15:47:18,en-route,A321,A46E40,A321,N385DZ,DL,DAL,Delta Air Lines,DL1109,DAL1109,9753.6,269,35.39,-95.72,807.472,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,41.0,Albuquerque International,ABQ,KABQ,ABQ,US,United States,35.049625,-106.617195,America/Denver
2023-05-18 15:47:18,en-route,A320,A43C7A,A320,N372NW,DL,DAL,Delta Air Lines,DL455,DAL455,106.68,133,38.89,-77.06,253.724,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1718.0,Ronald Reagan Washington National Airport,DCA,KDCA,WAS,US,United States,38.853436,-77.04346,America/New_York
2023-05-18 15:47:18,en-route,B712,ACD0CF,B712,N925AT,DL,DAL,Delta Air Lines,DL1144,DAL1144,640.08,164,36.29,-95.88,309.284,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7972.0,Tulsa International,TUL,KTUL,TUL,US,United States,36.189808,-95.8901,America/Chicago
2023-05-18 15:47:18,en-route,A321,A40CA4,A321,N360DN,DL,DAL,Delta Air Lines,DL377,DAL377,1836.42,358,33.77,-84.28,518.56,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4189.0,Los Angeles International,LAX,KLAX,LAX,US,United States,33.943398,-118.40828,America/Los_Angeles
2023-05-18 15:47:18,en-route,B712,AD4395,B712,N954AT,DL,DAL,Delta Air Lines,DL801,DAL801,9448.8,28,35.94,-83.76,920.444,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,9517.0,Pierre Elliott Trudeau International,YUL,CYUL,YMQ,CA,Canada,45.457714,-73.74991,America/Montreal
2023-05-18 15:47:18,landed,B752,A8FD73,B752,N679DA,DL,DAL,Delta Air Lines,DL697,DAL697,0.0,14,47.44,-122.3,5.556,1,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7004.0,Seattle-Tacoma International,SEA,KSEA,SEA,US,United States,47.44384,-122.301735,America/Los_Angeles
2023-05-18 15:47:18,en-route,B739,AC01D3,B739,N873DN,DL,DAL,Delta Air Lines,DL1005,DAL1005,10058.4,26,37.0,-83.14,938.964,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1936.0,Detroit Metropolitan Wayne County,DTW,KDTW,DTT,US,United States,42.20781,-83.35605,America/Detroit
2023-05-18 15:47:18,en-route,A319,AA0AAB,A319,N746UW,AA,AAL,American Airlines,AA653,AAL653,2834.64,17,38.6,-77.11,529.672,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1718.0,Ronald Reagan Washington National Airport,DCA,KDCA,WAS,US,United States,38.853436,-77.04346,America/New_York
2023-05-18 15:47:18,en-route,B739,AB1C47,B739,N815DN,DL,DAL,Delta Air Lines,DL432,DAL432,1127.76,66,33.67,-84.32,438.924,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4701.0,Kansas City International Airport,MCI,KMCI,MKC,US,United States,39.293808,-94.719925,America/Chicago
2023-05-18 15:47:18,en-route,B753,A7B4F2,B753,N596NW,DL,DAL,Delta Air Lines,DL894,DAL894,388.62,286,32.72,-117.12,268.54,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,6920.0,San Diego International Airport,SAN,KSAN,SAN,US,United States,32.731937,-117.19731,America/Los_Angeles
2023-05-18 15:47:18,en-route,A320,A5F1CA,A320,N482UA,UA,UAL,United Airlines,UA730,UAL730,7985.76,41,37.02,-78.45,838.956,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,3159.0,Washington Dulles International,IAD,KIAD,WAS,US,United States,38.95315,-77.44774,America/New_York
2023-05-18 15:47:18,en-route,A320,A3E5FA,A320,N350NA,DL,DAL,Delta Air Lines,DL2389,DAL2389,8648.7,35,35.57,-83.87,946.372,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,228.0,Albany International,ALB,KALB,ALB,US,United States,42.745277,-73.809555,America/New_York
2023-05-18 15:47:18,en-route,B739,AB09B4,B739,N810DN,DL,DAL,Delta Air Lines,DL1110,DAL1110,8656.32,176,32.04,-84.21,859.328,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,6845.0,Southwest Florida International,RSW,KRSW,FMY,US,United States,26.542835,-81.75433,America/New_York
2023-05-18 15:47:18,en-route,CRJ7,A42680,CRJ7,N367CA,DL,DAL,Delta Air Lines,DL4789,EDV4789,3619.5,195,33.08,-84.39,663.016,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,49.0,Dougherty County,ABY,KABY,ABY,US,United States,31.532223,-84.19611,America/New_York
2023-05-18 15:47:18,en-route,B738,A23A28,B738,N24224,UA,UAL,United Airlines,UA271,UAL271,9860.28,53,34.62,-82.64,914.888,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,2232.0,Newark Liberty International,EWR,KEWR,NYC,US,United States,40.68907,-74.17876,America/New_York
2023-05-18 15:47:18,landed,A319,AA234A,A319,N752US,AA,AAL,American Airlines,AA667,AAL667,0.0,222,41.97,-87.9,0.0,1,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,5818.0,Chicago O'hare International,ORD,KORD,CHI,US,United States,41.976913,-87.90488,America/Chicago
2023-05-18 15:47:18,en-route,CRJ9,A9360E,CRJ9,N693CA,DL,DAL,Delta Air Lines,DL3612,SKW3612,1363.98,357,40.42,-88.78,483.372,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,820.0,Central Illinois Regional Airport at Bloomington-Normal,BMI,KBMI,BMI,US,United States,40.48401,-88.91483,America/Chicago
2023-05-18 15:47:18,landed,A359,A63DFF,A359,N501DN,DL,DAL,Delta Air Lines,DL27,DAL27,0.0,323,37.47,126.44,0.0,1,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,3183.0,Seoul (Incheon),ICN,RKSI,SEL,KR,South Korea,37.448524,126.45123,Asia/Seoul
2023-05-18 15:47:18,en-route,B748,71BE44,B748,HL7644,KE,KAL,Korean Air,KE36,KAL036,9753.6,302,43.54,-101.15,850.068,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,3183.0,Seoul (Incheon),ICN,RKSI,SEL,KR,South Korea,37.448524,126.45123,Asia/Seoul
2023-05-18 15:47:18,landed,B739,AC8217,B739,N905DN,DL,DAL,Delta Air Lines,DL952,DAL952,0.0,14,39.3,-94.73,37.04,1,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4701.0,Kansas City International Airport,MCI,KMCI,MKC,US,United States,39.293808,-94.719925,America/Chicago
2023-05-18 15:47:18,en-route,A321,A3CC82,A321,N344DN,DL,DAL,Delta Air Lines,DL674,DAL674,6202.68,53,34.24,-83.26,851.92,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,876.0,Logan International,BOS,KBOS,BOS,US,United States,42.36646,-71.02018,America/New_York
2023-05-18 15:47:18,landed,A321,A4795A,A321,N388DN,DL,DAL,Delta Air Lines,DL457,DAL457,0.0,261,33.95,-118.41,1.852,1,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4189.0,Los Angeles International,LAX,KLAX,LAX,US,United States,33.943398,-118.40828,America/Los_Angeles
2023-05-18 15:47:18,en-route,A321,A02C94,A321,N110DX,DL,DAL,Delta Air Lines,DL541,DAL541,10058.4,53,35.97,-80.11,918.592,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,4297.0,La Guardia,LGA,KLGA,NYC,US,United States,40.774254,-73.87162,America/New_York
2023-05-18 15:47:18,en-route,CRJ9,A30961,CRJ9,N295PQ,DL,DAL,Delta Air Lines,DL4696,EDV4696,7.62,48,34.27,-77.9,237.056,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,3260.0,Wilmington International,ILM,KILM,ILM,US,United States,34.26705,-77.91063,America/New_York
2023-05-18 15:47:18,en-route,B752,A6C88A,B752,N536US,DL,DAL,Delta Air Lines,DL452,DAL452,11582.4,289,46.06,-110.21,835.252,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7004.0,Seattle-Tacoma International,SEA,KSEA,SEA,US,United States,47.44384,-122.301735,America/Los_Angeles
2023-05-18 15:47:18,en-route,B738,AD7ECE,B738,N969NN,AA,AAL,American Airlines,AA980,AAL980,7315.2,264,32.52,-92.16,759.32,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,1756.0,Dallas/Fort Worth International,DFW,KDFW,DFW,US,United States,32.89746,-97.036125,America/Chicago
2023-05-18 15:47:18,en-route,B739,AC181D,B739,N879DN,DL,DAL,Delta Air Lines,DL662,DAL662,9753.6,280,36.13,-98.49,807.472,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,7038.0,San Francisco International,SFO,KSFO,SFO,US,United States,37.615215,-122.38988,America/Los_Angeles
2023-05-18 15:47:18,en-route,A333,AB1D30,A333,N815NW,DL,DAL,Delta Air Lines,DL837,DAL837,10972.8,255,32.28,-127.93,838.956,0,411,Hartsfield-jackson Atlanta International,ATL,KATL,ATL,US,United States,33.640068,-84.44403,America/New_York,3014.0,Honolulu International,HNL,PHNL,HNL,US,United States,21.325832,-157.92166,Pacific/Honolulu
